Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	À©Õ¹Ì××°Òþ²ØÊôÐÔ3	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	ÌØÊâ×°±¸±êÊ¶£¨¿É¶¨ÒåµÀ¾ßÃû³ÆÑÕÉ«£¬ºóÐøÀ©Õ¹£©
HuyÒn Viªn Phi V©n Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp HuyÒn Viªn(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	1	46	1							954	893	973	1196	1333	1293	156	97	2	1436	1273								
HuyÒn Viªn Phi V©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp HuyÒn Viªn(3)	1	99999	10	0																						36	10	39	1	46	1							953	873	974	1016	1333	1293	156	97	3	130									
HuyÒn Viªn Phi V©n Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp HuyÒn Viªn(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	1	46	1							954	913	973	1216	1333	1293	156	97	4	1436	1273								
HuyÒn Viªn Phi V©n Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							954	933	974	1176	1333	1293	156	97	5	1469	1273								
HuyÒn Viªn Phi V©n Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	10	39	1	46	1							954	853	974	1016	1236	1293	156	97	6	1436	1273								
HuyÒn Viªn Phi V©n Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp HuyÒn Viªn(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	10	39	1	46	1							1276	893	1076	1196	1318	1293	156	97	7	1436									
HuyÒn Viªn Phi V©n Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp HuyÒn Viªn(8)	1	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							954	873	974	1016	1256	1293	156	97	8	1436									
HuyÒn Viªn Phi V©n Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp HuyÒn Viªn(9)	3	99999	10	0																						36	10	39	1	46	1							953	913	973	1216	1333	1293	156	97	9	1470	1273								
HuyÒn Viªn Phi V©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp HuyÒn Viªn(10)	4	99999	10	0																						36	10	39	1	46	1							953	933	973	1176	1333	1293	156	97	10	130									
HuyÒn Viªn Anh Dòng H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(1)	0	99999	10	0																						36	10	39	1	46	1							953	853	974	1016	996	1293	157	98	1	1472	1273								
HuyÒn Viªn Anh Dòng Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	1	46	1							954	893	973	1196	1333	1293	157	98	2	1436									
HuyÒn Viªn Anh Dòng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(3)	1	99999	10	0																						36	10	39	1	46	1							953	873	974	1016	1333	1293	157	98	3	130									
HuyÒn Viªn Anh Dòng Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	1	46	1							954	913	973	1216	1333	1293	157	98	4	1436	1273								
HuyÒn Viªn Anh Dòng Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							954	933	974	1176	1333	1293	157	98	5	1473	1273								
HuyÒn Viªn Anh Dòng Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	10	39	1	46	1							954	853	974	1016	1236	1293	157	98	6	1436	1273								
HuyÒn Viªn Anh Dòng B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	10	39	1	46	1							1276	893	1076	1196	1318	1293	157	98	7	1436									
HuyÒn Viªn Anh Dòng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(8)	1	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							954	873	974	1016	1256	1293	157	98	8	1436	1273								
HuyÒn Viªn Anh Dòng Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(9)	3	99999	10	0																						36	10	39	1	46	1							953	913	973	1216	1333	1293	157	98	9	1474	1273								
HuyÒn Viªn Anh Dòng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp HuyÒn Viªn(10)	4	99999	10	0																						36	10	39	1	46	1							953	933	973	1176	1333	1293	157	98	10	130									
HuyÒn Viªn TÞnh ¢m Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(1)	4	99999	10	0																						36	10	39	4	46	1							953	933	974	1176	996	1293	158	99	1	1476	1273								
HuyÒn Viªn TÞnh ¢m Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(2)	0	99999	10	0	30	360	360	31	85	85																36	10	39	4	46	1							954	853	973	1016	1333	1293	158	99	2	1426	1273								
HuyÒn Viªn TÞnh ¢m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(3)	2	99999	10	0																						36	10	39	4	46	1							953	893	974	1196	1333	1293	158	99	3	130									
HuyÒn Viªn TÞnh ¢m Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle10.spr	35	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(4)	1	99999	10	0	30	135	135	31	80	80																36	10	39	4	46	1							954	873	973	1016	1333	1293	158	99	4	1426									
HuyÒn Viªn TÞnh ¢m Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(5)	3	99999	10	0	30	160	160	31	80	80																36	10	39	4	46	1							954	913	974	1216	1333	1293	158	99	5	1477	1273								
HuyÒn Viªn TÞnh ¢m Sa Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(6)	4	99999	10	0	30	720	720	31	90	90																36	10	39	4	46	1							954	933	974	1176	1236	1293	158	99	6	1426	1273								
HuyÒn Viªn TÞnh ¢m KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(7)	0	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	10	39	4	46	1							1352	853	1076	1016	1333	1293	158	99	7	1426									
HuyÒn Viªn TÞnh ¢m Hµi	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(8)	2	99999	10	0	30	160	160	31	80	80																36	10	39	4	46	1							954	893	974	1196	1256	1293	158	99	8	1426	1273								
HuyÒn Viªn TÞnh ¢m H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(9)	1	99999	10	0																						36	10	39	4	46	1							953	873	973	1016	1333	1293	158	99	9	1478	1273								
HuyÒn Viªn TÞnh ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp HuyÒn Viªn(10)	3	99999	10	0																						36	10	39	4	46	1							953	913	973	1216	1333	1293	158	99	10	130									
HuyÒn Viªn Hµn B¨ng Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(1)	4	99999	10	0																						36	10	39	4	46	1							953	933	974	1176	996	1293	159	100	1	1480	1273								
HuyÒn Viªn Hµn B¨ng Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(2)	0	99999	10	0	30	360	360	31	85	85																36	10	39	4	46	1							954	853	973	1016	1333	1293	159	100	2	1426	1273								
HuyÒn Viªn Hµn B¨ng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(3)	2	99999	10	0																						36	10	39	4	46	1							953	893	974	1196	1333	1293	159	100	3	130									
HuyÒn Viªn Hµn B¨ng Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(4)	1	99999	10	0	30	135	135	31	80	80																36	10	39	4	46	1							954	873	973	1016	1333	1293	159	100	4	1426	1273								
HuyÒn Viªn Hµn B¨ng Thóc Yªu	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(5)	3	99999	10	0	30	160	160	31	80	80																36	10	39	4	46	1							954	913	974	1216	1333	1293	159	100	5	1481	1273								
HuyÒn Viªn Hµn B¨ng Sam	0	2	10	\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(6)	4	99999	10	0	30	720	720	31	90	90																36	10	39	4	46	1							954	933	974	1176	1236	1293	159	100	6	1426	1273								
HuyÒn Viªn Hµn B¨ng TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(7)	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	10	39	4	46	1							1358	853	1116	1016	1333	1293	159	100	7	1426									
HuyÒn Viªn Hµn B¨ng Hµi	0	5	3	\spr\item\equip\boots\obj-shoes19.spr	27	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(8)	2	99999	10	0	30	160	160	31	80	80																36	10	39	4	46	1							954	893	974	1196	1256	1293	159	100	8	1426									
HuyÒn Viªn Hµn B¨ng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(9)	1	99999	10	0																						36	10	39	4	46	1							953	873	973	1016	1333	1293	159	100	9	1482	1273								
HuyÒn Viªn Hµn B¨ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp HuyÒn Viªn(10)	3	99999	10	0																						36	10	39	4	46	1							953	913	973	1216	1333	1293	159	100	10	130									
HuyÒn Viªn NguyÖt Hoa Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(1)	4	99999	10	0																						36	10	39	5	46	1							953	853	974	1016	996	1293	160	101	1	1484	1273								
HuyÒn Viªn NguyÖt Hoa Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(2)	0	99999	10	0	30	360	360	31	85	85																36	10	39	5	46	1							954	893	973	1196	1333	1293	160	101	2	1426	1273								
HuyÒn Viªn NguyÖt Hoa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(3)	2	99999	10	0																						36	10	39	5	46	1							953	873	974	1016	1333	1293	160	101	3	130									
HuyÒn Viªn NguyÖt Hoa Tô	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(4)	1	99999	10	0	30	135	135	31	80	80																36	10	39	5	46	1							954	913	973	1216	1333	1293	160	101	4	1426									
HuyÒn Viªn NguyÖt Hoa Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash07.spr	32	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(5)	3	99999	10	0	30	160	160	31	80	80																36	10	39	5	46	1							954	933	974	1176	1333	1293	160	101	5	1485	1273								
HuyÒn Viªn NguyÖt Hoa Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(6)	4	99999	10	0	30	720	720	31	90	90																36	10	39	5	46	1							954	853	974	1016	1235	1293	160	101	6	1426	1273								
HuyÒn Viªn NguyÖt Hoa §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	10	39	5	46	1							1352	893	1076	1196	1333	1293	160	101	7	1426									
HuyÒn Viªn NguyÖt Hoa Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(8)	2	99999	10	0	30	160	160	31	80	80																36	10	39	5	46	1							954	873	974	1016	1256	1293	160	101	8	1426	1273								
HuyÒn Viªn NguyÖt Hoa H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist06.spr	36	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(9)	1	99999	10	0																						36	10	39	5	46	1							953	913	973	1216	1333	1293	160	101	9	1486	1273								
HuyÒn Viªn NguyÖt Hoa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp HuyÒn Viªn(10)	3	99999	10	0																						36	10	39	5	46	1							953	933	973	1176	1333	1293	160	101	10	130									
HuyÒn Viªn Phån Hoa Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(1)	0	99999	10	0																						36	10	39	5	46	1							953	853	974	1016	996	1293	161	102	1	1488	1273								
HuyÒn Viªn Phån Hoa Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	5	46	1							954	893	973	1196	1333	1293	161	102	2	1426	1273								
HuyÒn Viªn Phån Hoa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(3)	1	99999	10	0																						36	10	39	5	46	1							953	873	974	1016	1333	1293	161	102	3	130									
HuyÒn Viªn Phån Hoa Tô	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	5	46	1							954	913	973	1216	1333	1293	161	102	4	1489	1273								
HuyÒn Viªn Phån Hoa Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	5	46	1							954	933	974	1176	1333	1293	161	102	5	1426									
HuyÒn Viªn Phån Hoa Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	10	39	5	46	1							954	853	974	1016	1235	1293	161	102	6	1426	1273								
HuyÒn Viªn Phån Hoa Uyªn ¦¬ng §ao	0	0	5	\spr\item\equip\closeweapon\obj-adsd14.spr	14	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	10	39	5	46	1							1358	893	1116	1196	1333	1293	161	102	7	1426									
HuyÒn Viªn Phån Hoa Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(8)	1	99999	10	0	30	160	160	31	80	80																36	10	39	5	46	1							954	873	974	1016	1256	1293	161	102	8	1426	1273								
HuyÒn Viªn Phån Hoa H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist08.spr	36	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(9)	3	99999	10	0																						36	10	39	5	46	1							953	913	973	1216	1333	1293	161	102	9	1490	1273								
HuyÒn Viªn Phån Hoa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(10)	4	99999	10	0																						36	10	39	5	46	1							953	933	973	1176	1333	1293	161	102	10	130									
HuyÒn Viªn §o¹n Tr­êng H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(1)	0	99999	10	0																						36	10	39	3	46	1							953	853	974	1016	996	1293	162	103	1	1492	1273								
HuyÒn Viªn §o¹n Tr­êng Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	3	46	1							954	893	973	1196	1333	1293	162	103	2	1426	1273								
HuyÒn Viªn §o¹n Tr­êng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(3)	1	99999	10	0																						36	10	39	3	46	1							953	873	974	1016	1333	1293	162	103	3	130									
HuyÒn Viªn §o¹n Tr­êng Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	3	46	1							954	913	973	1216	1333	1293	162	103	4	1426	1273								
HuyÒn Viªn §o¹n Tr­êng Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	32	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	3	46	1							954	933	974	1176	1333	1293	162	103	5	1493	1273								
HuyÒn Viªn §o¹n Tr­êng BÝ Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	10	39	3	46	1							954	853	974	1016	1235	1293	162	103	6	1426									
HuyÒn Viªn §o¹n Tr­êng TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	10	39	3	46	1							1356	893	1096	1196	1333	1293	162	103	7	1426									
HuyÒn Viªn §o¹n Tr­êng Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(8)	1	99999	10	0	30	160	160	31	80	80																36	10	39	3	46	1							954	873	974	1016	1256	1293	162	103	8	1426	1273								
HuyÒn Viªn §o¹n Tr­êng Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(9)	3	99999	10	0																						36	10	39	3	46	1							953	913	973	1216	1333	1293	162	103	9	1494	1273								
HuyÒn Viªn §o¹n Tr­êng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(10)	4	99999	10	0																						36	10	39	3	46	1							953	933	973	1176	1333	1293	162	103	10	130									
HuyÒn Viªn HuyÕt S¸t H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(1)	0	99999	10	0																						36	10	39	3	46	1							953	853	974	1016	996	1293	163	104	1	1496	1273								
HuyÒn Viªn HuyÕt S¸t Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	3	46	1							954	893	973	1196	1333	1293	163	104	2	1426	1273								
HuyÒn Viªn HuyÕt S¸t Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(3)	1	99999	10	0																						36	10	39	3	46	1							953	873	974	1016	1333	1293	163	104	3	130									
HuyÒn Viªn HuyÕt S¸t Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	3	46	1							954	913	973	1216	1333	1293	163	104	4	1426	1273								
HuyÒn Viªn HuyÕt S¸t Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	3	46	1							954	933	974	1176	1333	1293	163	104	5	1497	1273								
HuyÒn Viªn HuyÕt S¸t BÝ Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	10	39	3	46	1							954	853	974	1016	1235	1293	163	104	6	1426									
